guid,fire_dept_name,hq_addr_1,hq_addr2,hq_city,hq_state,hq_zip,mail_addr1,mail_addr2,mail_po_box,mail_city,mail_state,mail_zip,hq_phone,hq_fax,county,dept_type,organization_type,website,number_of_stations,active_firefighters_career,active_firefighters_volunteer,active_firefighters_paid_per_call,non_firefighting_civilian,non_firefighting_volunteer,primary_agency_for_em
615,Anneta Volunteer Fire & Rescue Department #792,11700 Anneta RD,,Leitchfield,KY,42754,11700 Anneta RD,,,Leitchfield,KY,42754-8461,270-242-3102,270-242-3102,GRAYSON                  ,Mostly Volunteer,Local (includes career  combination  and volunteer),,1,2,17,0,0,12,0
616,Anniston Fire Department,225 E Seventeenth ST,,Anniston,AL,36207,225 E 17TH ST,,PO Box 2168,Anniston,AL,36207-3881,256-231-7647,256-231-7648,CALHOUN                  ,Career,Local (includes career  combination  and volunteer),http://www.ci.anniston.al.us/fire.htm,6,97,0,0,2,0,
617,Anniston Volunteer Fire Department,Walnut ST,,Anniston,MO,63820,Walnut ST,,PO Box 218,Anniston,MO,63820,573-649-5097,573-649-5097,MISSISSIPPI              ,Volunteer,Local (includes career  combination  and volunteer),,1,0,12,0,0,6,
618,Anoka Champlin Fire Department,275 Harrison ST,,Anoka,MN,55303,275 Harrison ST,,,Anoka,MN,55303,763-576-2860,763-576-2671,ANOKA                    ,Mostly Volunteer,Local (includes career  combination  and volunteer),,2,4,0,40,1,0,
619,Ansley Volunteer Fire Department,522 Division ST,,Ansley,NE,68814,,,PO Box 155,Ansley,NE,68814-0155,308-935-1733,,CUSTER                   ,Volunteer,Local (includes career  combination  and volunteer),http://ansleyfireandrescue.com/,2,0,30,0,0,5,0
620,Anson Fire Department,13830 CO HWY S,,Jim Falls,WI,54748-9801,12916 CO HWY S,,,Jim Falls,WI,54748-9801,715-382-4154,715-382-4818,CHIPPEWA                 ,Volunteer,Local (includes career  combination  and volunteer),,1,0,30,0,0,0,
621,Anson Volunteer Fire Department,1101 Ave I,PO Box 726,Anson,TX,79501,,,PO Box 726,Anson,TX,79501-0726,325-823-2256,325-823-3604,JONES                    ,Volunteer,Local (includes career  combination  and volunteer),,1,0,25,0,0,0,
622,Ansonia Fire Department,253 Main ST,,Ansonia,CT,6401,253 Main ST,,,Ansonia,CT,6401,(203) 734-3225,(203) 236-6537,NEW HAVEN                ,Volunteer,Local (includes career  combination  and volunteer),,5,1,400,0,0,0,
623,Ansonia Volunteer Fire Department,100 W Weller,PO Box 25,Ansonia,OH,45303,,,PO Box 25,Ansonia,OH,45303-0025,(937) 337-1811,(937) 337-3705,DARKE                    ,Volunteer,Local (includes career  combination  and volunteer),,1,0,25,0,0,0,
624,Ansted Certified Fire Department  Inc.,104 Page ST,,Ansted,WV,25812,,,PO Box 419,Ansted,WV,25812-0419,304-658-4394,304-658-4207,FAYETTE                  ,Volunteer,Local (includes career  combination  and volunteer),,1,0,22,0,0,0,
625,Antelope Valley Fire District,51 Shop RD,,Coleville,CA,96107,,,PO Box 30,Coleville,CA,96107,530-495-2300,,MONO                     ,Volunteer,Local (includes career  combination  and volunteer),,2,0,15,0,0,6,
626,Anthon Community Fire Department,107 E Bridge ST,,Anthon,IA,51004-0703,,,PO Box C,Anthon,IA,51004-0703,(712) 373-5227,,WOODBURY                 ,Volunteer,Local (includes career  combination  and volunteer),,1,0,21,0,0,4,
627,Anthony Fire Department,124 S Bluff,,Anthony,KS,67003,124 S Bluff,,,Anthony,KS,67003,(620) 842-5434,(620) 842-3863,HARPER                   ,Volunteer,Local (includes career  combination  and volunteer),,1,0,0,25,0,0,
628,Anthonys Creek Fire Department,HC 70 Box N-10,,White Sulphur Springs,WV,24986,HC 70 Box N-10,,,White Sulphur Springs,WV,24986,(304) 536-1636,(304) 536-1636,GREENBRIER               ,Volunteer,Local (includes career  combination  and volunteer),,1,0,16,0,0,0,
629,Anthonyville Volunteer Fire Department,149 Luke Anthony SR,PO Box 140,Proctor,AR,72376-0140,,,PO Box 140,Proctor,AR,72376-0140,870-732-3975,870-732-3296,CRITTENDEN               ,Volunteer,Local (includes career  combination  and volunteer),,1,0,14,0,0,0,
630,Anthracite Steam Fire Company #1,1 N MARKET ST,,Mount Carmel,PA,17851-1525,1 N MARKET ST,,,Mount Carmel,PA,17851-1525,570-339-1770,,NORTHUMBERLAND           ,Career,Local (includes career  combination  and volunteer),,1,27,0,0,0,15,
631,Antigo Fire Department,700 Edison ST,,Antigo,WI,54409-1955,700 Edison ST,,,Antigo,WI,54409,(715) 623-3633,(715) 627-4761,LANGLADE                 ,Mostly Career,Local (includes career  combination  and volunteer),http://www.antigo-city.org/pages.cfm?file=newmain,1,20,0,12,1,0,
632,Antioch Community Volunteer Fire Department,39116 State RTE 800,,Antioch,OH,43793-9024,39116 State RTE 800,,,Antioch,OH,43793-9024,740-934-2345,740-934-2345,MONROE                   ,Volunteer,Local (includes career  combination  and volunteer),,1,0,20,0,0,0,
633,Antioch Fire Department,1617 Bishopville HWY,,Camden,SC,29020-8837,1617 Bishopville HWY,,,Camden,SC,29020-8837,803-432-8533,,KERSHAW                  ,Volunteer,Local (includes career  combination  and volunteer),http://www.antiochfire.com/,1,0,13,0,0,0,
634,Antioch Fire Department,3015 Taxahaw RD,,Lancaster,SC,29720,3015 Taxahaw RD,,,Lancaster,SC,29720,(803) 283-8700,(803) 283-8700,LANCASTER                ,Volunteer,Local (includes career  combination  and volunteer),,1,0,25,0,0,0,
635,Antioch Fire Department,166 Jim Corbit RD,,Beebe,AR,72012,166 Jim Corbit RD,,,Beebe,AR,72012-9756,501-882-7920,,WHITE                    ,Volunteer,Local (includes career  combination  and volunteer),,1,0,21,0,0,0,1
636,Antioch Fire Department,113 Antioch RD,,Grove Hill,AL,36451,113 Antioch RD,,,Grove Hill,AL,36451,(251) 246-2375,,CLARKE                   ,Volunteer,Local (includes career  combination  and volunteer),,1,0,20,0,0,4,
637,Antioch Fire Department / First Fire District,835 Holbeck DR,,Antioch,IL,60002,835 Holbeck DR,,,Antioch,IL,60002-1270,847-395-5511,847-395-1018,LAKE                     ,Mostly Volunteer,Local (includes career  combination  and volunteer),http://www.antiochfire.org/,3,1,0,60,2,0,0
638,Antioch Fire Department  Inc.,8604 NC HWY 39,,Middlesex,NC,27557,8604 NC HWY 39,,,Middlesex,NC,27557,(919) 965-3409,(919) 965-3405,JOHNSTON                 ,Mostly Volunteer,Local (includes career  combination  and volunteer),,1,38,38,0,0,0,
639,Antioch Rural Fire Department,4682 NC Highway 111 N,,Pikeville,NC,27863,4682 NC Highway 111 N,,,Pikeville,NC,27863-9786,919-580-0180,919-580-0179,WAYNE                    ,Volunteer,Local (includes career  combination  and volunteer),http://www.antiochvfd.com/,1,0,20,0,0,0,1
640,Antioch Volunteer Fire Department,5431  ga hwy 219,,Fortson,GA,31808,,5431  ga hwy 219,,Fortson,GA,31808,706-576-5559,,MUSCOGEE                 ,Volunteer,Local (includes career  combination  and volunteer),,5,0,29,0,0,2,
641,Antioch Volunteer Fire Department,937 Antioch RD,,Blacksburg,SC,29702,937 Antioch RD,,,Blacksburg,SC,29702,(864) 936-7683,(864) 936-7683,CHEROKEE                 ,Volunteer,Local (includes career  combination  and volunteer),,1,0,32,0,0,0,
642,Antler Rural Fire Protection District,101 Main ST,,Antler,ND,58711,,,PO Box 9,Antler,ND,58711,701-267-3600,,BOTTINEAU                ,Volunteer,Local (includes career  combination  and volunteer),,1,0,25,0,0,1,
643,Antlers Fire/EMS,100 SE Second,,Antlers,OK,74523-4000,100 SE Second,,,Antlers,OK,74523-4000,580-298-0288,580-298-3557,PUSHMATAHA               ,Mostly Volunteer,Local (includes career  combination  and volunteer),http://www.antlersfire.com,2,13,0,16,0,0,
644,Antoine Volunteer Fire Department,3178 HWY 26 E,,Antoine,AR,71922,,,PO Box 37,Antoine,AR,71922,(870) 379-2047,,PIKE                     ,Volunteer,Local (includes career  combination  and volunteer),,1,0,11,0,0,0,
645,Anton Anderson Memorial Tunnel Fire Department,100 Bear Valley,Portage Glacier HWY,Girdwood,AK,99587,,,PO Box 849,Girdwood,AK,99587,(907) 472-2640,(907) 472-2644,ANCHORAGE                ,Career,Private or industrial fire  brigade,,1,24,0,0,0,0,
646,Anton Volunteer Fire Department,180 Hicklin RD,,Madisonville,KY,42431,180 Hicklin RD,,,Madisonville,KY,42431,(270) 825-3604,,HOPKINS                  ,Volunteer,Local (includes career  combination  and volunteer),,1,0,16,0,0,6,
647,Antonia Fire Protection District,6633 Moss Hollow RD,,Barnhart,MO,63012,6633 Moss Hollow RD,,,Barnhart,MO,63012,636-948-4433,636-948-0540,JEFFERSON                ,Mostly Volunteer,Local (includes career  combination  and volunteer),http://www.antoniafire.com,3,18,24,0,1,0,
648,Antreville Fire Department,147 HWY 184 W,,Abbeville,SC,29620,1312 Brownlee RD,,,Abbeville,SC,29620-3449,864-348-2412,864-348-2412,ABBEVILLE                ,Volunteer,Local (includes career  combination  and volunteer),http://members.tripod.com,1,0,26,0,0,5,
649,Antrim Community Volunteer Fire Department,20217 Cadiz RD,,Freeport,OH,43973,17175 Sugartree RD,,,Kimbolton,OH,43749-9620,(740) 489-5487,,GUERNSEY                 ,Volunteer,Local (includes career  combination  and volunteer),,1,0,25,0,0,0,
650,Antrim Fire Department,86 Clinton RD,,Antrim,NH,3440,86 Clinton RD,,PO Box 517,Antrim,NH,3440,(603) 588-2114,(603) 588-3794,HILLSBOROUGH             ,Volunteer,Local (includes career  combination  and volunteer),http://www.antrimnh.org/pages/antrimnh_fire,2,0,0,34,0,0,
651,Antwerp Fire Department,203 S Cleveland ST,PO Box 1085,Antwerp,OH,45813-1085,,,PO Box 1085,Antwerp,OH,45813-1085,419-258-6631,419-258-9367,PAULDING                 ,Volunteer,Local (includes career  combination  and volunteer),,1,0,0,21,0,0,
652,Anza Volunteer Fire Department,56560 Highway 371,PO Box 390132,Anza,CA,92539-0132,,,PO Box 390132,Anza,CA,92539-0132,(951) 763-5611,(951) 763-4414,RIVERSIDE                ,Mostly Career,Local (includes career  combination  and volunteer),,1,6,5,0,0,1,
653,Apache Fire Department,114 E Floyd,,Apache,OK,73006,,,PO Box 539,Apache,OK,73006,(580) 588-2424,(580) 588-3350,CADDO                    ,Volunteer,Local (includes career  combination  and volunteer),,1,0,18,7,0,0,
654,Apache Junction Fire District,565 N Idaho RD,,Apache Junction,AZ,85119,565 N Idaho RD,,,Apache Junction,AZ,85119-4014,480-982-4440,480-982-0183,PINAL                    ,Career,Local (includes career  combination  and volunteer),http://www.ajfd.org/,4,80,0,0,10,0,0
655,Apache Tribe of Oklahoma Wildland Fire Management,115 W Evans,PO Box 967,Apache,OK,73006,,,PO Box 967,Apache,OK,73006-0967,580-588-5169,580-588-5169,CADDO                    ,Career,Tribal Govt.,,1,39,0,0,0,0,
656,Apalachee Bay Volunteer Fire and Rescue Dept.,1448 Shell Point Road RD,,Crawfordville,FL,32327,1448 Shell Point Road RD,,,Crawfordville,FL,32327,(850) 926-2441,,WAKULLA                  ,Volunteer,Local (includes career  combination  and volunteer),http://www.ApalacheeBayVDF.com,1,0,9,0,0,2,
657,Apalachin Fire Dept,230 Pennsylvania AVE,PO Box 572,Apalachin,NY,13732,230 Pennsylvania AVE,PO Box 572,,Apalachin,NY,13732,(607) 625-2216,(607) 625-4104,TIOGA                    ,Volunteer,Local (includes career  combination  and volunteer),,3,0,70,0,0,25,
658,Apex Fire Department,736 Hunter ST,,Apex,NC,27502,,,PO Box 250,Apex,NC,27502-0250,919-362-4001,919-362-4064,WAKE                     ,Mostly Career,Local (includes career  combination  and volunteer),http://www.apexnc.org/,3,56,15,0,2,0,0
659,Aplington Fire Department,724 Tenth ST,,Aplington,IA,50604,724 Tenth ST,,,Aplington,IA,50604,(319) 347-2947,(319) 347-6001,BUTLER                   ,Volunteer,Local (includes career  combination  and volunteer),,1,0,22,0,0,0,
660,Apollo Volunteer Fire Department #3,707 North 5th Street,PO Box 236,Apollo,PA,15613,707 North 5th Street,PO Box 236,,Apollo,PA,15613,724-478-3001,724-478-5216,ARMSTRONG                ,Volunteer,Local (includes career  combination  and volunteer),,1,0,25,0,0,10,
661,Apopka Fire Department,175 E 5TH ST,,Apopka,FL,32703,175 E 5TH ST,,,Apopka,FL,32703-5313,407-703-1753,407-703-1714,ORANGE                   ,Mostly Career,Local (includes career  combination  and volunteer),http://www.apopka.net/,4,79,13,0,3,0,1
662,Appalachia Volunteer Fire Department,104 Powell ST,,Appalachia,VA,24216-1816,104 Powell ST,,,Appalachia,VA,24216-1816,276-565-0732,276-565-0733,WISE                     ,Volunteer,Local (includes career  combination  and volunteer),http://appalachiafire.org,1,0,22,0,0,6,
663,Apple Creek Volunteer Fire & Emergency Squad  Inc.,3400 S Apple Creek RD,PO Box 238,Apple Creek,OH,44606-0238,,,PO Box 238,Apple Creek,OH,44606-0238,330-698-1371,330-698-1373,WAYNE                    ,Volunteer,Local (includes career  combination  and volunteer),http://www.applecreekfire.com/,1,0,42,0,0,0,
664,Apple River Fire Department,612 U.S. Highway 8,,Amery,WI,54001,612 U.S. Highway 8,,,Amery,WI,54001,(715) 268-2918,,POLK                     ,Volunteer,Local (includes career  combination  and volunteer),,1,0,0,21,0,4,
665,Apple River Fire District,444 E Hickory,PO Box 6,Apple River,IL,61001,444 E Hickory,,PO Box 6,Apple River,IL,61001,815-594-2414,,JO DAVIESS               ,Volunteer,Local (includes career  combination  and volunteer),,1,0,30,0,0,0,
666,Apple Springs Volunteer Fire Department,14755 N State HWY 94,,Apple Springs,TX,75926,,,PO Box 114,Apple Springs,TX,75926-0114,936-831-3711,936-831-3954,TRINITY                  ,Volunteer,Local (includes career  combination  and volunteer),,1,0,19,0,0,7,
667,Apple Valley Fire Protection District,22400 Headquarters DR,,Apple Valley,CA,92307,22400 Headquarters DR,,,Apple Valley,CA,92307,(760) 247-7618,(760) 247-3895,SAN BERNARDINO           ,Mostly Career,Local (includes career  combination  and volunteer),http://www.applevalleyfd.com,6,39,1,24,16,0,
668,Appleby Volunteer Fire Department,117 Ted Hill ST,,Nacogdoches,TX,75965,,,PO Box 630982,Nacogdoches,TX,75963,936-559-5166,,NACOGDOCHES              ,Volunteer,Local (includes career  combination  and volunteer),,1,0,28,0,0,6,
669,Applegate Valley Rural Fire Protection District 9,1095 Upper Applegate RD,,Jacksonville,OR,97530-9175,1095 Upper Applegate RD,,,Jacksonville,OR,97530-9175,541-899-1050,541-899-9314,JACKSON                  ,Mostly Volunteer,Local (includes career  combination  and volunteer),http://applegatefd.com,6,6,48,0,0,4,
670,Applegate Volunteer Fire Department,2459 Sherman ST,PO Box 27,Applegate,MI,48401-7712,2459 Sherman ST,,PO Box 27,Applegate,MI,48401-7712,810-633-9922,810-633-9922,SANILAC                  ,Volunteer,Local (includes career  combination  and volunteer),,1,0,0,21,0,0,
671,Appleton City Fire Department,114 E Fourth ST,,Appleton City,MO,64724-1122,114 E Fourth ST,,,Appleton City,MO,64724-1122,660-476-2631,,SAINT CLAIR              ,Volunteer,Local (includes career  combination  and volunteer),,1,0,0,15,0,0,
672,Appleton Fire Department,700 N Drew ST,,Appleton,WI,54911-5049,700 N Drew ST,,,Appleton,WI,54911-5049,920-832-5810,920-832-5830,OUTAGAMIE                ,Career,Local (includes career  combination  and volunteer),,6,96,0,0,5,0,
673,Appleton Fire Department,2915 Sennehec RD,,Appleton,ME,4862,2915 Sennehec RD,,,Appleton,ME,4862,207-785-4524,,KNOX                     ,Volunteer,Local (includes career  combination  and volunteer),,1,0,20,0,0,0,
674,Appleton Rural Volunteer Fire Department,430 Darter LN,,Russellville,AR,72802-1335,430 Darter LN,,,Russellville,AR,72802-1335,479-284-2126,,POPE                     ,Volunteer,Local (includes career  combination  and volunteer),,1,0,19,0,0,0,1
675,Appleton Volunteer Fire Department,3538 Mason Millpond RD,,Brewton,AL,36426,404 N Baggett CIR,,,Brewton,AL,36426-3228,251-867-0703,,ESCAMBIA                 ,Volunteer,Local (includes career  combination  and volunteer),,1,0,14,0,0,0,0
676,Applewold Volunteer Fire Department #1,300 Ridge AVE,,Kittanning,PA,16201-1807,300 Ridge AVE,,,Kittanning,PA,16201-1807,(724) 543-1224,,ARMSTRONG                ,Volunteer,Local (includes career  combination  and volunteer),,1,0,19,0,0,0,
677,Appling County Fire Department Station 11,448 Jerald Eunice RD,,Bristol,GA,31518,448 Jerald Eunice RD,,,Bristol,GA,31518,(912) 367-7478,,APPLING                  ,Volunteer,Local (includes career  combination  and volunteer),,1,0,15,0,0,0,
678,Appomattox Volunteer Fire Department,Linden St.,PO Box 894,Appomattox,VA,24522,Linden St.,PO Box 894,,Appomattox,VA,24522,(434) 352-5212,,APPOMATTOX               ,Volunteer,Local (includes career  combination  and volunteer),,1,0,28,0,0,0,
679,Apshawa Volunteer Fire Company #1,666 Macopin RD,,West Milford,NJ,7480,1480 Union Valley RD,,,West Milford,NJ,07480-1338,973-728-2840,973-728-2840,PASSAIC                  ,Volunteer,Local (includes career  combination  and volunteer),http://www.westmilford.org/,1,0,30,0,0,10,0
680,Aptos/ La Selva Fire Protection District,6934 Soquel DR,,Aptos,CA,95003,6934 Soquel DR,,,Aptos,CA,95003-3604,831-685-6690,831-685-6699,SANTA CRUZ               ,Career,Local (includes career  combination  and volunteer),http://www.aptosfire.com,3,35,0,0,4,0,0
681,Apulia Fire Company,6441 RT 80,PO Box 96,Apulia Station,NY,13020-0096,,,PO Box 96,Apulia Station,NY,13020-0096,(315) 696-5636,,ONONDAGA                 ,Volunteer,Local (includes career  combination  and volunteer),,1,0,42,0,0,0,
682,Aquadale Rural Volunteer Fire Department,12002 NC 138 HWY,,Norwood,NC,28128,12002 NC 138 HWY,,,Norwood,NC,28128,(704) 474-9442,(704) 474-4519,STANLY                   ,Volunteer,Local (includes career  combination  and volunteer),,2,0,23,0,0,0,
683,Aquashicola- Lower Towamensing TWP Volunteer Fire Department #1,270 LITTLE GAP RD,PO Box 41,AQUASHICOLA,PA,18012-0041,270 LITTLE GAP RD,PO Box 41,,AQUASHICOLA,PA,18012-0041,(610) 826-2066,(610) 826-2066,CARBON                   ,Volunteer,Local (includes career  combination  and volunteer),http://www.palmertonpa.com/afd,1,0,21,0,0,12,
684,Aquinnah Volunteer Fire Department,63 State Street,,Gay Head,MA,02535-1345,63 State Street,,,Gay Head,MA,02535-1345,508-645-2311,508-645-2310,DUKES                    ,Volunteer,Local (includes career  combination  and volunteer),,1,0,15,0,0,4,
685,Arab Fire Department,653 4th AVE NW,,Arab,AL,35016-6325,653 4th AVE NW,,,Arab,AL,35016-6325,(256) 586-8819,(256) 931-3993,MARSHALL                 ,Mostly Career,Local (includes career  combination  and volunteer),,1,14,0,10,0,0,
686,Aransas Pass Fire Department,600 W Cleveland BLVD,PO Box 1274,Aransas Pass,TX,78336-3638,,,PO Box 2000,Aransas Pass,TX,78335-2000,361-758-2086,361-758-8188,SAN PATRICIO             ,Mostly Volunteer,Local (includes career  combination  and volunteer),,1,10,13,1,0,0,
687,Arapaho Fire Department,301 S Broadway,PO Box 243,Arapaho,OK,73620-0243,,,PO Box 243,Arapaho,OK,73620,(580) 323-4376,(580) 323-4326,CUSTER                   ,Volunteer,Local (includes career  combination  and volunteer),,1,0,13,0,0,0,
688,Arapahoe Fire and Rescue Department,604 Locust ST,,Arapahoe,NE,68922,,,PO Box  235,Arapahoe,NE,68922-0235,308-962-7605,308-962-7605,FURNAS                   ,Volunteer,Local (includes career  combination  and volunteer),,1,0,29,0,0,0,0
